streetAddress,suburb,state,postcode,propertyType,bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,salePrice,saleDate,saleType,agency,landUse,developmentZone,parcelDetails,ownerType,openInRpdata,sourceFile,agencyBrand,saleYear,saleMonth,saleYearMonth,street,month_id,saleMonth_sin,saleMonth_cos,suburb_price_median_current,count,std,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_txn_count_12m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,suburb_house_price_median_current,suburb_house_txn_count_current,suburb_house_volatility_current,suburb_house_price_median_3m,suburb_house_price_median_6m,suburb_house_price_median_12m,suburb_house_txn_count_3m,suburb_house_txn_count_6m,suburb_house_txn_count_12m,suburb_house_volatility_3m,suburb_house_volatility_6m,suburb_house_volatility_12m,suburb_house_delta_3m,suburb_house_delta_12m,suburb_other_price_median_current,suburb_other_txn_count_current,suburb_other_volatility_current,suburb_other_price_median_3m,suburb_other_price_median_6m,suburb_other_price_median_12m,suburb_other_txn_count_3m,suburb_other_txn_count_6m,suburb_other_txn_count_12m,suburb_other_volatility_3m,suburb_other_volatility_6m,suburb_other_volatility_12m,suburb_other_delta_3m,suburb_other_delta_12m,rel_price_vs_suburb_median,rel_street_effect,propertyAge,propertyAgeBand
2 FLINDERS STREET,MITCHAM,VIC,3132,HOUSE,4.0,2.0,2.0,797.0,223.0,1970.0,1305000.0,2022-03-12,Unknown,Noel Jones Mitcham,Detached Dwelling,NRZ1,26/LP21039,Owner Occupied,https://rpp.corelogic.com.au/property/2-flinders-street-mitcham-vic-3132/11850820,propertyExport_20250901115240.csv,Noel Jones,2022,3,202203,Flinders Street,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.122098022355976,,52.0,21+
23 HOPETOUN STREET,MITCHAM,VIC,3132,HOUSE,3.0,1.0,2.0,1006.0,105.0,1980.0,1240000.0,2022-03-12,Unknown,Barry Plant - Blackburn,Detached Dwelling,NRZ3,1/TP897422,Owner Occupied,https://rpp.corelogic.com.au/property/23-hopetoun-street-mitcham-vic-3132/11852667,propertyExport_20250901115240.csv,Barry Plant,2022,3,202203,Hopetoun Street,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.0662080825451419,0.8758393976890703,42.0,21+
47A PERCY STREET,MITCHAM,VIC,3132,HOUSE,4.0,3.0,1.0,387.0,301.0,2022.0,1178000.0,2022-03-12,Unknown,Unknown,Detached Dwelling,Unknown,2/PS830533,Rented,https://rpp.corelogic.com.au/property/47a-percy-street-mitcham-vic-3132/49633656,propertyExport_20250901115240.csv,Other,2022,3,202203,Percy Street,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.0128976784178847,0.8892970688416468,0.0,0–5
1/17 QUARRY ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,2.0,294.0,101.0,1997.0,818000.0,2022-03-12,Unknown,Jellis Craig Whitehorse,Single Strata Unit/Villa Unit/Townhouse,NRZ4,1/PS410003,Rented,https://rpp.corelogic.com.au/property/1-17-quarry-road-mitcham-vic-3132/11857239,propertyExport_20250901115240.csv,Jellis Craig,2022,3,202203,Quarry Road,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,0.70335339638865,0.9111948135940778,25.0,21+
9 SUNSET COURT,MITCHAM,VIC,3132,HOUSE,4.0,2.0,2.0,742.0,175.0,1970.0,1647000.0,2022-03-12,Unknown,Woodards Blackburn,Detached Dwelling,NRZ4,14/LP41415,Owner Occupied,https://rpp.corelogic.com.au/property/9-sunset-court-mitcham-vic-3132/11858891,propertyExport_20250901115240.csv,Woodards,2022,3,202203,Sunset Court,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.4161650902837488,,52.0,21+
MITCHAM ROAD,MITCHAM,VIC,3132,UNIT,2.0,2.0,2.0,847.0,128.0,1970.0,599999.0,2022-03-09,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ1,15/RP763,Owner Occupied,https://rpp.corelogic.com.au/property/mitcham-road-mitcham-vic-3132/36432665,propertyExport_20250901115240.csv,Other,2022,3,202203,Mitcham Road,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,0.5159062768701633,0.7926132950805901,52.0,21+
5/485 MITCHAM ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,71.0,63.0,1965.0,599999.0,2022-03-09,Unknown,Barry Plant Blackburn (Sales),Single Strata Unit/Villa Unit/Townhouse,NRZ1,5/RP763,Rented,https://rpp.corelogic.com.au/property/5-485-mitcham-road-mitcham-vic-3132/11854850,propertyExport_20250901115240.csv,Barry Plant,2022,3,202203,Mitcham Road,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,0.5159062768701633,0.7926132950805901,57.0,21+
29A REDLAND DRIVE,MITCHAM,VIC,3132,BUSINESS: TRANSPORT & STORAGE,3.0,2.0,8.0,840.0,1405.0,1980.0,2530000.0,2022-03-07,Unknown,Other,Other,IN3Z,2/PS613103,Unknown,https://rpp.corelogic.com.au/property/29a-redland-drive-mitcham-vic-3132/15727836,propertyExport_20250901115240.csv,Other,2022,3,202203,Redland Drive,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,2.175408426483233,1.2626807096789159,42.0,21+
35 CREEK ROAD,MITCHAM,VIC,3132,HOUSE,5.0,3.0,2.0,675.0,326.0,2016.0,2080000.0,2022-03-05,Unknown,Noel Jones Mitcham,Detached Dwelling,GRZ2,2/LP27432,Owner Occupied,https://rpp.corelogic.com.au/property/35-creek-road-mitcham-vic-3132/11849032,propertyExport_20250901115240.csv,Noel Jones,2022,3,202203,Creek Road,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.7884780739466897,1.0473420761677212,6.0,6–20
22 HALLS PARADE,MITCHAM,VIC,3132,HOUSE,5.0,3.0,1.0,584.0,214.0,1980.0,1350000.0,2022-03-05,Unknown,Barry Plant - Blackburn,Detached Dwelling,NRZ3,2/PS636576,Owner Occupied,https://rpp.corelogic.com.au/property/22-halls-parade-mitcham-vic-3132/11851749,propertyExport_20250901115240.csv,Barry Plant,2022,3,202203,Halls Parade,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.1607910576096303,1.133307825555409,42.0,21+
6 THE GLADE,MITCHAM,VIC,3132,HOUSE,3.0,2.0,2.0,652.0,145.0,1955.0,1214000.0,2022-03-05,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ1,76/LP11735,Rented,https://rpp.corelogic.com.au/property/6-the-glade-mitcham-vic-3132/11857342,propertyExport_20250901115240.csv,Jellis Craig,2022,3,202203,The Glade,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.0438521066208082,,67.0,21+
11 NEWBURY STREET,MITCHAM,VIC,3132,HOUSE,3.0,1.0,2.0,608.0,96.9,1960.0,1090000.0,2022-03-04,Unknown,Barry Plant - Blackburn,Detached Dwelling,NRZ4,249/LP26189,Owner Occupied,https://rpp.corelogic.com.au/property/11-newbury-street-mitcham-vic-3132/11855509,propertyExport_20250901115240.csv,Barry Plant,2022,3,202203,Newbury Street,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,0.937231298366294,1.1763001433457747,62.0,21+
7/9-13 PERCY STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,2.0,183.0,94.9,1976.0,625700.0,2022-03-02,Unknown,Biggin & Scott Mitcham,Single Strata Unit/Villa Unit/Townhouse,GRZ2,7/SP23968,Owner Occupied,https://rpp.corelogic.com.au/property/7-9-13-percy-street-mitcham-vic-3132/11856569,propertyExport_20250901115240.csv,Biggin & Scott,2022,3,202203,Percy Street,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,0.5380051590713671,0.8990433381387765,46.0,21+
18 ROTHERWOOD AVENUE,MITCHAM,VIC,3132,HOUSE,3.0,2.0,2.0,1046.0,124.0,1980.0,1490000.0,2022-03-01,Unknown,Barry Plant Blackburn (Sales),Vacant Residential Dwelling Site/Surveyed Lot,NRZ4,61/LP12194,Unknown,https://rpp.corelogic.com.au/property/18-rotherwood-avenue-mitcham-vic-3132/11858058,propertyExport_20250901115240.csv,Barry Plant,2022,3,202203,Rotherwood Avenue,65,1.0,6.123233995736766e-17,1163000.0,38.0,1280181.3015426127,950000.0,1033750.0,1011250.0,80.0,189.0,398.0,886728.9057234101,654578.9624206627,697498.3450459274,0.09150633505396533,0.356268221574344,1205000.0,19.0,456953.3516187491,1205000.0,1245000.0,1241625.0,39.0,92.0,188.0,488562.92317888985,368315.0831035089,479403.1959607085,0.04283859800951961,0.04329004329004338,840000.0,19.0,1777564.4022217426,827888.0,832944.0,839000.0,41.0,97.0,210.0,1072123.120708074,752335.8124687985,729656.3289335159,0.03384615384615386,0.16666666666666674,1.2811693895098881,1.034930623990113,42.0,21+
742 WHITEHORSE ROAD,MITCHAM,VIC,3132,HOUSE,4.0,1.0,1.0,693.0,132.0,1970.0,1139000.0,2022-02-28,Unknown,Unknown,Detached Dwelling,GRZ2,18/LP9413,Rented,https://rpp.corelogic.com.au/property/742-whitehorse-road-mitcham-vic-3132/11861076,propertyExport_20250901115240.csv,Other,2022,2,202202,Whitehorse Road,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,1.4149068322981366,1.6630233978779594,52.0,21+
42 BARKLY TERRACE,MITCHAM,VIC,3132,HOUSE,3.0,1.0,2.0,802.0,156.0,1980.0,1580000.0,2022-02-26,Unknown,Other,Detached Dwelling,GRZ2,1/TP412304,Owner Occupied,https://rpp.corelogic.com.au/property/42-barkly-terrace-mitcham-vic-3132/11846759,propertyExport_20250901115240.csv,Other,2022,2,202202,Barkly Terrace,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,1.9627329192546583,1.0082707728290268,42.0,21+
115 BRUNSWICK ROAD,MITCHAM,VIC,3132,APARTMENT,6.0,2.0,2.0,1238.0,225.0,1960.0,1392500.0,2022-02-26,Unknown,Unknown,Other,NRZ3,86/LP8807,Owner Occupied,https://rpp.corelogic.com.au/property/115-brunswick-road-mitcham-vic-3132/11847361,propertyExport_20250901115240.csv,Other,2022,2,202202,Brunswick Road,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,1.7298136645962734,0.7160331303986704,62.0,21+
5 CHURCH STREET,MITCHAM,VIC,3132,UNIT,3.0,1.0,1.0,363.0,100.0,1930.0,0.0,2022-02-26,Nils And Wills,Other,Detached Dwelling,GRZ2,1/SP26479,Owner Occupied,https://rpp.corelogic.com.au/property/5-church-street-mitcham-vic-3132/11848112,propertyExport_20250901115240.csv,Fletchers,2022,2,202202,Church Street,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,0.0,0.6302047961833563,92.0,21+
6/21-23 COBHAM ROAD,MITCHAM,VIC,3132,HOUSE,3.0,1.0,2.0,282.0,125.0,1980.0,982999.0,2022-02-26,Unknown,Other,Strata Unit or Flat  (Unspecified),NRZ4,6/RP18652,Owner Occupied,https://rpp.corelogic.com.au/property/6-21-23-cobham-road-mitcham-vic-3132/14583973,propertyExport_20250901115240.csv,Other,2022,2,202202,Cobham Road,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,1.2211167701863355,0.7491286376370683,42.0,21+
3 DENMAN STREET,MITCHAM,VIC,3132,HOUSE,3.0,1.0,1.0,996.0,105.0,1980.0,1478000.0,2022-02-26,Unknown,Noel Jones Mitcham,Detached Dwelling,NRZ3,191/LP8809,Rented,https://rpp.corelogic.com.au/property/3-denman-street-mitcham-vic-3132/11849789,propertyExport_20250901115240.csv,Noel Jones,2022,2,202202,Denman Street,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,1.836024844720497,1.0715327289820975,42.0,21+
105A/1 COLOMBO STREET,MITCHAM,VIC,3132,APARTMENT,1.0,1.0,2.0,3890.0,41.0,2012.0,300000.0,2022-02-23,Unknown,Other,OYO Subdivided Flat,MUZ,105A/PS632398,Rented,https://rpp.corelogic.com.au/property/105a-1-colombo-street-mitcham-vic-3132/16156018,propertyExport_20250901115240.csv,Fletchers,2022,2,202202,Colombo Street,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,0.37267080745341613,0.34366678900312014,10.0,6–20
111B/1 COLOMBO STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,3890.0,65.0,2012.0,430000.0,2022-02-23,Unknown,Barry Plant Manningham,OYO Subdivided Flat,MUZ,101B/PS632398,Rented,https://rpp.corelogic.com.au/property/111b-1-colombo-street-mitcham-vic-3132/16255848,propertyExport_20250901115240.csv,Barry Plant,2022,2,202202,Colombo Street,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,0.5341614906832298,0.34224773872492137,10.0,6–20
103/372 MITCHAM ROAD,MITCHAM,VIC,3132,APARTMENT,1.0,1.0,1.0,1538.0,71.0,2020.0,560000.0,2022-02-23,Unknown,Other,OYO Subdivided Flat,NRZ4,103/PS823425,Owner Occupied,https://rpp.corelogic.com.au/property/103-372-mitcham-road-mitcham-vic-3132/47455403,propertyExport_20250901115240.csv,Woodards,2022,2,202202,Mitcham Road,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,0.6956521739130435,0.7927905325544519,2.0,0–5
1/621 WHITEHORSE ROAD,MITCHAM,VIC,3132,BUSINESS: RETAIL TRADE,3.0,2.0,2.0,2156.0,2171.0,1980.0,8270000.0,2022-02-23,Unknown,Other,Other,IN3Z,1/PS521884,Unknown,https://rpp.corelogic.com.au/property/1-621-whitehorse-road-mitcham-vic-3132/14423739,propertyExport_20250901115240.csv,Other,2022,2,202202,Whitehorse Road,64,0.8660254037844386,0.5000000000000001,805000.0,15.0,412566.5227745529,950000.0,976000.0,996000.0,88.0,170.0,392.0,618210.343580619,563676.4946661087,636615.9281779503,-0.19660678642714569,0.0056214865708932304,1200000.0,8.0,489568.75611530367,1200000.0,1267500.0,1241625.0,46.0,82.0,182.0,427470.7654852159,450047.90961069305,500021.081964442,-0.06614785992217898,0.18811881188118806,760000.0,7.0,206310.93616420915,812500.0,823666.0,832944.0,42.0,88.0,210.0,679396.1334611924,534172.4941689234,614568.2624994739,-0.09307875894988071,-0.02813299232736577,10.273291925465838,1.6215552565088198,42.0,21+
